id;city;state;country;age;isbn;rating
249924;san francisco;california;usa;38.0;0140171223;0
249924;san francisco;california;usa;38.0;0140298363;0
249924;san francisco;california;usa;38.0;0140298487;0
249924;san francisco;california;usa;38.0;0140430725;0
249924;san francisco;california;usa;38.0;014043111X;0
249924;san francisco;california;usa;38.0;0140441700;0
249924;san francisco;california;usa;38.0;0142000892;0
249924;san francisco;california;usa;38.0;0156011654;0
249924;san francisco;california;usa;38.0;0156291258;0
249924;san francisco;california;usa;38.0;0192811363;0
249924;san francisco;california;usa;38.0;0192811649;0
249924;san francisco;california;usa;38.0;0192815466;0
249924;san francisco;california;usa;38.0;0312262019;0
249924;san francisco;california;usa;38.0;0312275528;0
249924;san francisco;california;usa;38.0;0312956738;0
249924;san francisco;california;usa;38.0;0312986688;0
249924;san francisco;california;usa;38.0;0330349112;0
249924;san francisco;california;usa;38.0;0345336704;5
249924;san francisco;california;usa;38.0;0345341988;5
249924;san francisco;california;usa;38.0;0345439880;3
249924;san francisco;california;usa;38.0;0375412530;0
249924;san francisco;california;usa;38.0;0375703861;0
249924;san francisco;california;usa;38.0;0375706771;0
249924;san francisco;california;usa;38.0;0375724370;9
249924;san francisco;california;usa;38.0;0375756655;0
249924;san francisco;california;usa;38.0;0380009153;0
249924;san francisco;california;usa;38.0;0380730138;0
249924;san francisco;california;usa;38.0;0380973650;0
249924;san francisco;california;usa;38.0;0385014805;0
249924;san francisco;california;usa;38.0;0385086164;0
249924;san francisco;california;usa;38.0;0385260458;0
249924;san francisco;california;usa;38.0;0385267053;0
249924;san francisco;california;usa;38.0;0385333366;0
249924;san francisco;california;usa;38.0;0385424728;0
249924;san francisco;california;usa;38.0;0385721420;0
249924;san francisco;california;usa;38.0;0393000265;0
249924;san francisco;california;usa;38.0;0393022102;0
249924;san francisco;california;usa;38.0;0394701143;0
249924;san francisco;california;usa;38.0;0394727673;0
249924;san francisco;california;usa;38.0;0413346102;0
249924;san francisco;california;usa;38.0;0413488802;0
249924;san francisco;california;usa;38.0;0413672409;0
249924;san francisco;california;usa;38.0;0425182908;0
249924;san francisco;california;usa;38.0;0435900064;0
249924;san francisco;california;usa;38.0;043590017X;0
249924;san francisco;california;usa;38.0;0435900439;0
249924;san francisco;california;usa;38.0;0435900765;0
249924;san francisco;california;usa;38.0;0435902407;0
249924;san francisco;california;usa;38.0;0435905260;0
249924;san francisco;california;usa;38.0;0435905287;0
249924;san francisco;california;usa;38.0;0435908308;0
249924;san francisco;california;usa;38.0;0439064872;0
249924;san francisco;california;usa;38.0;0440141966;0
249924;san francisco;california;usa;38.0;0441117732;0
249924;san francisco;california;usa;38.0;0441569595;0
249924;san francisco;california;usa;38.0;0446404322;0
249924;san francisco;california;usa;38.0;0446525774;0
249924;san francisco;california;usa;38.0;0446611212;0
249924;san francisco;california;usa;38.0;0446675059;8
249924;san francisco;california;usa;38.0;0449300463;0
249924;san francisco;california;usa;38.0;0449907481;0
249924;san francisco;california;usa;38.0;0451173392;0
249924;san francisco;california;usa;38.0;0451196783;0
249924;san francisco;california;usa;38.0;0460870858;0
249924;san francisco;california;usa;38.0;0486217264;0
249924;san francisco;california;usa;38.0;0515107867;0
249924;san francisco;california;usa;38.0;0515133647;0
249924;san francisco;california;usa;38.0;0520055209;0
249924;san francisco;california;usa;38.0;0521398347;0
249924;san francisco;california;usa;38.0;0553138103;0
249924;san francisco;california;usa;38.0;0553236911;0
249924;san francisco;california;usa;38.0;0553244582;0
249924;san francisco;california;usa;38.0;0553260618;0
249924;san francisco;california;usa;38.0;0553268082;0
249924;san francisco;california;usa;38.0;0553279912;4
249924;san francisco;california;usa;38.0;0553566040;0
249924;san francisco;california;usa;38.0;0553582143;0
249924;san francisco;california;usa;38.0;0553582526;0
249924;san francisco;california;usa;38.0;0609606220;0
249924;san francisco;california;usa;38.0;0670894184;2
249924;san francisco;california;usa;38.0;067089558X;4
249924;san francisco;california;usa;38.0;0671703285;0
249924;san francisco;california;usa;38.0;067177879X;0
249924;san francisco;california;usa;38.0;0671786040;0
249924;san francisco;california;usa;38.0;0679441557;0
249924;san francisco;california;usa;38.0;0679724761;0
249924;san francisco;california;usa;38.0;0679725407;0
249924;san francisco;california;usa;38.0;0679735666;0
249924;san francisco;california;usa;38.0;0679752471;0
249924;san francisco;california;usa;38.0;0679753346;0
249924;san francisco;california;usa;38.0;0679754334;0
249924;san francisco;california;usa;38.0;0679762906;0
249924;san francisco;california;usa;38.0;0684174723;0
249924;san francisco;california;usa;38.0;0684717603;0
249924;san francisco;california;usa;38.0;0684826127;0
249924;san francisco;california;usa;38.0;0684848155;0
249924;san francisco;california;usa;38.0;0704343762;0
249924;san francisco;california;usa;38.0;0710205392;0
249924;san francisco;california;usa;38.0;074340615X;3
249924;san francisco;california;usa;38.0;0767903382;0
249924;san francisco;california;usa;38.0;0786889314;0
249924;san francisco;california;usa;38.0;0802150845;0
249924;san francisco;california;usa;38.0;0804103631;0
249924;san francisco;california;usa;38.0;0805205322;0
249924;san francisco;california;usa;38.0;0807609501;0
249924;san francisco;california;usa;38.0;082760226X;0
249924;san francisco;california;usa;38.0;0854110399;0
249924;san francisco;california;usa;38.0;0887308554;0
249924;san francisco;california;usa;38.0;0887308872;0
249924;san francisco;california;usa;38.0;140003065X;0
249924;san francisco;california;usa;38.0;1558610650;0
249924;san francisco;california;usa;38.0;1568843909;0
249924;san francisco;california;usa;38.0;1573227161;0
249924;san francisco;california;usa;38.0;1573440957;0
249924;san francisco;california;usa;38.0;1577191021;0
249924;san francisco;california;usa;38.0;1586480421;0
249924;san francisco;california;usa;38.0;1854591150;0
249924;san francisco;california;usa;38.0;1858283302;0
249924;san francisco;california;usa;38.0;1886779058;0
249931;toronto;ontario;canada;19.0;0805055924;5
249939;toronto;ontario;canada;31.0;0060987529;8
249939;toronto;ontario;canada;31.0;0385336179;5
249939;toronto;ontario;canada;31.0;0441000916;5
249939;toronto;ontario;canada;31.0;0441001971;8
249939;toronto;ontario;canada;31.0;0441003745;8
249939;toronto;ontario;canada;31.0;0441004520;8
249939;toronto;ontario;canada;31.0;0441304834;8
249939;toronto;ontario;canada;31.0;051513452X;8
249939;toronto;ontario;canada;31.0;0553583441;7
249946;boston;massachusetts;usa;23.0;034543479X;0
249956;windsor;ontario;canada;42.0;0345348036;0
249956;windsor;ontario;canada;42.0;0771091044;7
249958;westmont;illinois;usa;12.0;0060263857;10
249958;westmont;illinois;usa;12.0;0060283688;8
249958;westmont;illinois;usa;12.0;0060283696;9
249958;westmont;illinois;usa;12.0;0064400581;0
249958;westmont;illinois;usa;12.0;006440188X;0
249958;westmont;illinois;usa;12.0;0064403688;0
249958;westmont;illinois;usa;12.0;0064407667;10
249958;westmont;illinois;usa;12.0;0064407675;0
249958;westmont;illinois;usa;12.0;0064407683;10
249958;westmont;illinois;usa;12.0;0064407691;0
249958;westmont;illinois;usa;12.0;0064408639;10
249958;westmont;illinois;usa;12.0;0064408647;10
249958;westmont;illinois;usa;12.0;0064408655;10
249958;westmont;illinois;usa;12.0;0064410129;10
249958;westmont;illinois;usa;12.0;0064410137;10
249958;westmont;illinois;usa;12.0;014034294X;0
249958;westmont;illinois;usa;12.0;0140366679;0
249958;westmont;illinois;usa;12.0;0141305959;9
249958;westmont;illinois;usa;12.0;0142302384;0
249958;westmont;illinois;usa;12.0;0152020683;8
249958;westmont;illinois;usa;12.0;0345432398;8
249958;westmont;illinois;usa;12.0;0374483655;8
249958;westmont;illinois;usa;12.0;0375826688;0
249958;westmont;illinois;usa;12.0;0380700948;0
249958;westmont;illinois;usa;12.0;0395356431;0
249958;westmont;illinois;usa;12.0;0439064872;10
249958;westmont;illinois;usa;12.0;0439130220;0
249958;westmont;illinois;usa;12.0;0439136350;10
249958;westmont;illinois;usa;12.0;0439139597;10
249958;westmont;illinois;usa;12.0;0439217253;0
249958;westmont;illinois;usa;12.0;0439217261;0
249958;westmont;illinois;usa;12.0;043921727X;0
249958;westmont;illinois;usa;12.0;0439217288;0
249958;westmont;illinois;usa;12.0;0439404371;10
249958;westmont;illinois;usa;12.0;0439531640;0
249958;westmont;illinois;usa;12.0;0439545269;10
249958;westmont;illinois;usa;12.0;044022814X;0
249958;westmont;illinois;usa;12.0;0440228832;0
249958;westmont;illinois;usa;12.0;0440401879;0
249958;westmont;illinois;usa;12.0;0440402891;0
249958;westmont;illinois;usa;12.0;0440402905;0
249958;westmont;illinois;usa;12.0;0440408520;10
249958;westmont;illinois;usa;12.0;0440409411;8
249958;westmont;illinois;usa;12.0;0440413729;0
249958;westmont;illinois;usa;12.0;0440418496;10
249958;westmont;illinois;usa;12.0;0440458226;0
249958;westmont;illinois;usa;12.0;0448095114;0
249958;westmont;illinois;usa;12.0;0448095149;0
249958;westmont;illinois;usa;12.0;0448418754;8
249958;westmont;illinois;usa;12.0;0448418762;8
249958;westmont;illinois;usa;12.0;0448419998;8
249958;westmont;illinois;usa;12.0;0448421763;8
249958;westmont;illinois;usa;12.0;0448425467;10
249958;westmont;illinois;usa;12.0;0448425505;8
249958;westmont;illinois;usa;12.0;0517208326;10
249958;westmont;illinois;usa;12.0;0553154591;0
249958;westmont;illinois;usa;12.0;0553156071;0
249958;westmont;illinois;usa;12.0;0553156640;7
249958;westmont;illinois;usa;12.0;0553157590;6
249958;westmont;illinois;usa;12.0;0553253778;0
249958;westmont;illinois;usa;12.0;0553264206;0
249958;westmont;illinois;usa;12.0;0553269054;0
249958;westmont;illinois;usa;12.0;0553280104;0
249958;westmont;illinois;usa;12.0;0553283855;0
249958;westmont;illinois;usa;12.0;0553292781;0
249958;westmont;illinois;usa;12.0;0590329510;0
249958;westmont;illinois;usa;12.0;0590338242;0
249958;westmont;illinois;usa;12.0;059035342X;10
249958;westmont;illinois;usa;12.0;0590411594;0
249958;westmont;illinois;usa;12.0;0590422464;0
249958;westmont;illinois;usa;12.0;0590431099;0
249958;westmont;illinois;usa;12.0;0590431366;0
249958;westmont;illinois;usa;12.0;0590897985;10
249958;westmont;illinois;usa;12.0;0590934252;8
249958;westmont;illinois;usa;12.0;0606129197;0
249958;westmont;illinois;usa;12.0;0613329740;10
249958;westmont;illinois;usa;12.0;0613722159;9
249958;westmont;illinois;usa;12.0;0671017225;0
249958;westmont;illinois;usa;12.0;0671640364;6
249958;westmont;illinois;usa;12.0;0679851011;8
249958;westmont;illinois;usa;12.0;0679866957;8
249958;westmont;illinois;usa;12.0;0679866965;8
249958;westmont;illinois;usa;12.0;0679866973;8
249958;westmont;illinois;usa;12.0;0679883428;8
249958;westmont;illinois;usa;12.0;0679886575;0
249958;westmont;illinois;usa;12.0;067988663X;8
249958;westmont;illinois;usa;12.0;0679891307;8
249958;westmont;illinois;usa;12.0;0684163403;8
249958;westmont;illinois;usa;12.0;0689805942;8
249958;westmont;illinois;usa;12.0;0689805950;8
249958;westmont;illinois;usa;12.0;0689805969;8
249958;westmont;illinois;usa;12.0;068986566X;0
249958;westmont;illinois;usa;12.0;0694012513;0
249958;westmont;illinois;usa;12.0;0694015806;0
249958;westmont;illinois;usa;12.0;0754078124;10
249958;westmont;illinois;usa;12.0;0786817879;0
249958;westmont;illinois;usa;12.0;0786819146;0
249958;westmont;illinois;usa;12.0;0805071555;0
249958;westmont;illinois;usa;12.0;0805071563;0
249958;westmont;illinois;usa;12.0;081674341X;0
249958;westmont;illinois;usa;12.0;0874831407;0
249958;westmont;illinois;usa;12.0;0929093070;0
249958;westmont;illinois;usa;12.0;0937295043;10
249958;westmont;illinois;usa;12.0;0937295078;10
249958;westmont;illinois;usa;12.0;0937295167;10
249958;westmont;illinois;usa;12.0;0937295256;10
249958;westmont;illinois;usa;12.0;093729537X;10
249958;westmont;illinois;usa;12.0;0937295493;10
249958;westmont;illinois;usa;12.0;0937295817;10
249958;westmont;illinois;usa;12.0;1562470752;10
249958;westmont;illinois;usa;12.0;1562470795;10
249958;westmont;illinois;usa;12.0;1562478478;6
249958;westmont;illinois;usa;12.0;1584850337;10
249958;westmont;illinois;usa;12.0;1584850345;10
249958;westmont;illinois;usa;12.0;1584850361;10
249958;westmont;illinois;usa;12.0;1883672767;4
249963;gainesville;florida;usa;34.0;0060191384;0
249963;gainesville;florida;usa;34.0;0060987529;0
249963;gainesville;florida;usa;34.0;0310226546;7
249963;gainesville;florida;usa;34.0;0345450698;6
249963;gainesville;florida;usa;34.0;0393318435;0
249963;gainesville;florida;usa;34.0;0553579673;0
249963;gainesville;florida;usa;34.0;0679801146;0
249963;gainesville;florida;usa;34.0;1555834531;0
249963;gainesville;florida;usa;34.0;155850804X;0
249963;gainesville;florida;usa;34.0;1563410443;0
249966;boise;idaho;usa;41.0;0974035319;9
249971;ourense;n/a;spain;21.0;8401474604;7
249971;ourense;n/a;spain;21.0;8423325113;7
249971;ourense;n/a;spain;21.0;8475670369;0
249977;sunderland;united kingdom;united kingdom;16.0;0004102169;4
249977;sunderland;united kingdom;united kingdom;16.0;056336260X;3
249979;sunderland;england;united kingdom;16.0;0141439734;10
249979;sunderland;england;united kingdom;16.0;0752515667;0
249982;walworth;new york;usa;59.0;0449141462;9
249990;ottawa;ontario;canada;36.0;0743444108;0
249994;lisboa;lisboa;portugal;28.0;0156585855;0
249994;lisboa;lisboa;portugal;28.0;0385504209;0
249994;lisboa;lisboa;portugal;28.0;0451409000;9
249994;lisboa;lisboa;portugal;28.0;0671042262;9
249994;lisboa;lisboa;portugal;28.0;0679768645;0
249994;lisboa;lisboa;portugal;28.0;1402718373;0
249994;lisboa;lisboa;portugal;28.0;158240383X;9
249994;lisboa;lisboa;portugal;28.0;8571640394;0
250002;bristol;;united kingdom;32.0;0140620427;0
250002;bristol;;united kingdom;32.0;0460874675;8
250002;bristol;;united kingdom;32.0;0706424980;6
250002;bristol;;united kingdom;32.0;1869414128;0
250006;glendale;california;usa;36.0;0060928336;5
250006;glendale;california;usa;36.0;014028009X;5
250006;glendale;california;usa;36.0;031205436X;7
250006;glendale;california;usa;36.0;0446607657;0
250006;glendale;california;usa;36.0;0671021001;7
250006;glendale;california;usa;36.0;0679454454;8
250006;glendale;california;usa;36.0;0892965878;8
250007;pearland;texas;usa;35.0;0451160525;0
250012;parkville;missouri;usa;37.0;0312873026;0
250013;kirkintilloch;scotland;united kingdom;41.0;034910171X;2
250015;amsterdam;noord holland;netherlands;31.0;0061008095;0
250015;amsterdam;noord holland;netherlands;31.0;0061008117;0
250015;amsterdam;noord holland;netherlands;31.0;0061090530;0
250015;amsterdam;noord holland;netherlands;31.0;0091867908;0
250015;amsterdam;noord holland;netherlands;31.0;0091880955;0
250015;amsterdam;noord holland;netherlands;31.0;0140103902;0
250015;amsterdam;noord holland;netherlands;31.0;0140112952;0
250015;amsterdam;noord holland;netherlands;31.0;0140126872;0
250015;amsterdam;noord holland;netherlands;31.0;0140261699;0
250015;amsterdam;noord holland;netherlands;31.0;0140272658;0
250015;amsterdam;noord holland;netherlands;31.0;0140865918;0
250015;amsterdam;noord holland;netherlands;31.0;0192851004;0
250015;amsterdam;noord holland;netherlands;31.0;0312263090;0
250015;amsterdam;noord holland;netherlands;31.0;0330291130;0
250015;amsterdam;noord holland;netherlands;31.0;0333654412;0
250015;amsterdam;noord holland;netherlands;31.0;0340401486;0
250015;amsterdam;noord holland;netherlands;31.0;0340564822;0
250015;amsterdam;noord holland;netherlands;31.0;0345379365;0
250015;amsterdam;noord holland;netherlands;31.0;034538184X;0
250015;amsterdam;noord holland;netherlands;31.0;0345391055;0
250015;amsterdam;noord holland;netherlands;31.0;0345441451;0
250015;amsterdam;noord holland;netherlands;31.0;0349116458;0
250015;amsterdam;noord holland;netherlands;31.0;0373218303;0
250015;amsterdam;noord holland;netherlands;31.0;0373271875;0
250015;amsterdam;noord holland;netherlands;31.0;037348481X;0
250015;amsterdam;noord holland;netherlands;31.0;0374525196;0
250015;amsterdam;noord holland;netherlands;31.0;0375705198;0
250015;amsterdam;noord holland;netherlands;31.0;0380711354;0
250015;amsterdam;noord holland;netherlands;31.0;0380812037;0
250015;amsterdam;noord holland;netherlands;31.0;0425132358;0
250015;amsterdam;noord holland;netherlands;31.0;0425169863;0
250015;amsterdam;noord holland;netherlands;31.0;0425180638;0
250015;amsterdam;noord holland;netherlands;31.0;0440201322;0
250015;amsterdam;noord holland;netherlands;31.0;0440213525;0
250015;amsterdam;noord holland;netherlands;31.0;0441003257;0
250015;amsterdam;noord holland;netherlands;31.0;0446365130;0
250015;amsterdam;noord holland;netherlands;31.0;0449146138;0
250015;amsterdam;noord holland;netherlands;31.0;0449211479;0
250015;amsterdam;noord holland;netherlands;31.0;0451401026;0
250015;amsterdam;noord holland;netherlands;31.0;0451411056;0
250015;amsterdam;noord holland;netherlands;31.0;050552516X;0
250015;amsterdam;noord holland;netherlands;31.0;0515125628;0
250015;amsterdam;noord holland;netherlands;31.0;0515134872;0
250015;amsterdam;noord holland;netherlands;31.0;0517060175;0
250015;amsterdam;noord holland;netherlands;31.0;0552122726;0
250015;amsterdam;noord holland;netherlands;31.0;0553212583;0
250015;amsterdam;noord holland;netherlands;31.0;0553295772;0
250015;amsterdam;noord holland;netherlands;31.0;056355178X;0
250015;amsterdam;noord holland;netherlands;31.0;0586207228;0
250015;amsterdam;noord holland;netherlands;31.0;0586212841;0
250015;amsterdam;noord holland;netherlands;31.0;059010683X;0
250015;amsterdam;noord holland;netherlands;31.0;0590196472;0
250015;amsterdam;noord holland;netherlands;31.0;067155865X;0
250015;amsterdam;noord holland;netherlands;31.0;0671669958;0
250015;amsterdam;noord holland;netherlands;31.0;0671744216;0
250015;amsterdam;noord holland;netherlands;31.0;067180913X;0
250015;amsterdam;noord holland;netherlands;31.0;0679024913;0
250015;amsterdam;noord holland;netherlands;31.0;0679774386;0
250015;amsterdam;noord holland;netherlands;31.0;0747244421;0
250015;amsterdam;noord holland;netherlands;31.0;074740125X;0
250015;amsterdam;noord holland;netherlands;31.0;0747402442;0
250015;amsterdam;noord holland;netherlands;31.0;0749803290;0
250015;amsterdam;noord holland;netherlands;31.0;0753504561;10
250015;amsterdam;noord holland;netherlands;31.0;0821763415;0
250015;amsterdam;noord holland;netherlands;31.0;0914457284;0
250015;amsterdam;noord holland;netherlands;31.0;0944276148;0
250015;amsterdam;noord holland;netherlands;31.0;0971880107;0
250015;amsterdam;noord holland;netherlands;31.0;1551667118;0
250015;amsterdam;noord holland;netherlands;31.0;1551669315;0
250015;amsterdam;noord holland;netherlands;31.0;1853041343;0
250015;amsterdam;noord holland;netherlands;31.0;1857932862;0
250015;amsterdam;noord holland;netherlands;31.0;1858287685;0
250015;amsterdam;noord holland;netherlands;31.0;1902618343;0
250015;amsterdam;noord holland;netherlands;31.0;9010029425;0
250016;houston;texas;usa;17.0;0060930535;0
250016;houston;texas;usa;17.0;0061030597;0
250016;houston;texas;usa;17.0;0152985727;0
250016;houston;texas;usa;17.0;0380730065;0
250016;houston;texas;usa;17.0;0425115801;10
250016;houston;texas;usa;17.0;0425143325;0
250016;houston;texas;usa;17.0;0439221609;0
250016;houston;texas;usa;17.0;0440921023;0
250016;houston;texas;usa;17.0;0446605484;0
250016;houston;texas;usa;17.0;0451525892;0
250016;houston;texas;usa;17.0;0553260111;0
250016;houston;texas;usa;17.0;0553574574;8
250016;houston;texas;usa;17.0;0618150730;0
250016;houston;texas;usa;17.0;0689824750;0
250016;houston;texas;usa;17.0;0756400414;0
250016;houston;texas;usa;17.0;0833585762;0
250023;philadelphia;new york;;21.0;0156027607;8
250033;berlin;berlin;germany;29.0;0099769913;8
250033;berlin;berlin;germany;29.0;3518115073;7
250043;paducah;kentucky;usa;15.0;068982002X;8
250043;paducah;kentucky;usa;15.0;1586400037;10
250048;barcelona;brandenburg;spain;25.0;8401497523;0
250060;fenton;michigan;usa;36.0;0911714200;0
250061;cambridge;ontario;canada;14.0;000639194X;10
250061;cambridge;ontario;canada;14.0;0060080507;10
250061;cambridge;ontario;canada;14.0;0064472701;10
250061;cambridge;ontario;canada;14.0;0385327935;0
250061;cambridge;ontario;canada;14.0;0440228166;0
250061;cambridge;ontario;canada;14.0;0451188454;0
250061;cambridge;ontario;canada;14.0;0553583468;0
250061;cambridge;ontario;canada;14.0;0553585118;0
250061;cambridge;ontario;canada;14.0;0743411412;10
250061;cambridge;ontario;canada;14.0;0765347776;0
250061;cambridge;ontario;canada;14.0;1551668076;0
250064;torrance;california;usa;21.0;0316734896;0
250064;torrance;california;usa;21.0;1931484112;0
250064;torrance;california;usa;21.0;1931484120;10
250065;lynn;massachusetts;usa;61.0;076790592X;0
250067;london;;;19.0;0226743403;9
250071;vitoria;alava;spain;23.0;8434812231;0
250071;vitoria;alava;spain;23.0;8434812886;0
250078;toronto;ontario;canada;24.0;0345370775;8
250078;toronto;ontario;canada;24.0;0553286587;0
250078;toronto;ontario;canada;24.0;0553287893;10
250078;toronto;ontario;canada;24.0;0553298178;9
250078;toronto;ontario;canada;24.0;0553569473;9
250078;toronto;ontario;canada;24.0;0679722645;0
250078;toronto;ontario;canada;24.0;0940985101;0
250079;cambridge;england;united kingdom;60.0;0719556236;0
250080;rensselaer;new york;usa;50.0;0061013722;0
250080;rensselaer;new york;usa;50.0;0375703063;0
250080;rensselaer;new york;usa;50.0;0385306059;0
250080;rensselaer;new york;usa;50.0;0385312121;0
250080;rensselaer;new york;usa;50.0;0385315236;0
250080;rensselaer;new york;usa;50.0;0446516317;0
250080;rensselaer;new york;usa;50.0;0446519480;0
250080;rensselaer;new york;usa;50.0;0671006614;0
250080;rensselaer;new york;usa;50.0;0671730029;0
250080;rensselaer;new york;usa;50.0;0684815451;0
250080;rensselaer;new york;usa;50.0;068485029X;0
250080;rensselaer;new york;usa;50.0;0743445341;10
250080;rensselaer;new york;usa;50.0;0786866276;9
250080;rensselaer;new york;usa;50.0;0945575637;0
250080;rensselaer;new york;usa;50.0;1401300057;0
250091;oxford;oxfordshire;united kingdom;39.0;1841766100;8
250094;taunton;england;united kingdom;19.0;1841151939;7
250101;phoenix;arizona;usa;61.0;0061000175;10
250101;phoenix;arizona;usa;61.0;0061097853;9
250101;phoenix;arizona;usa;61.0;0140092846;0
250101;phoenix;arizona;usa;61.0;0312865104;10
250101;phoenix;arizona;usa;61.0;034540047X;8
250101;phoenix;arizona;usa;61.0;0380703831;7
250101;phoenix;arizona;usa;61.0;0425148572;8
250101;phoenix;arizona;usa;61.0;0425172546;0
250101;phoenix;arizona;usa;61.0;0440221471;10
250101;phoenix;arizona;usa;61.0;044022165X;10
250101;phoenix;arizona;usa;61.0;0440224675;10
250101;phoenix;arizona;usa;61.0;0440226104;10
250101;phoenix;arizona;usa;61.0;0440234743;9
250101;phoenix;arizona;usa;61.0;0451190149;0
250101;phoenix;arizona;usa;61.0;0553268880;10
250101;phoenix;arizona;usa;61.0;0553574574;9
250101;phoenix;arizona;usa;61.0;0671003941;10
250101;phoenix;arizona;usa;61.0;0671032658;10
250101;phoenix;arizona;usa;61.0;0671527886;0
250101;phoenix;arizona;usa;61.0;0671793489;0
250101;phoenix;arizona;usa;61.0;0671793535;0
250101;phoenix;arizona;usa;61.0;0688220673;8
250101;phoenix;arizona;usa;61.0;074343627X;9
250101;phoenix;arizona;usa;61.0;0743467523;10
250101;phoenix;arizona;usa;61.0;0812562720;9
250101;phoenix;arizona;usa;61.0;0875962297;0
250101;phoenix;arizona;usa;61.0;0898159407;0
250106;angelica;new york;usa;49.0;0449003795;9
250110;bath;england;united kingdom;61.0;0233996672;6
250115;munich;bayern;germany;46.0;0140067485;7
250116;stuttgart;baden-wuerttemberg;germany;19.0;342302609X;8
250120;hampton;victoria;australia;17.0;0375701214;0
250125;morganfield;kentucky;usa;18.0;0345392485;0
250126;brisbane;queensland;australia;13.0;0440443237;7
250130;kuwait city;n/a;kuwait;15.0;0671007491;0
250131;westport;connecticut;usa;61.0;0375505296;8
250131;westport;connecticut;usa;61.0;0385337116;8
250137;ottawa;ontario;canada;14.0;0140434003;10
250137;ottawa;ontario;canada;14.0;0881031135;10
250149;brabrand;n/a;denmark;28.0;0060987464;9
250149;brabrand;n/a;denmark;28.0;0062516582;9
250149;brabrand;n/a;denmark;28.0;0425097609;8
250153;kingston;ontario;canada;32.0;0380788624;8
250153;kingston;ontario;canada;32.0;0671819100;8
250153;kingston;ontario;canada;32.0;0688079792;6
250153;kingston;ontario;canada;32.0;0688160999;0
250153;kingston;ontario;canada;32.0;0742510638;7
250153;kingston;ontario;canada;32.0;0773710175;7
250153;kingston;ontario;canada;32.0;0971880107;7
250155;kingsport;tennessee;usa;15.0;0061092541;10
250155;kingsport;tennessee;usa;15.0;0380818604;0
